name,rating,phone,address,website,rating_quality,price,hotel_id
Apartasuites Bell House,5.0,,"Calle 108 45a 25, Bogota 111111 Colombia",https://www.tripadvisor.com,Excellent,230000.0,2552669
Hotel American Travel AW,2.5,,"Calle 24D # 44A 73 Quinta Paredes, Bogota 111321 Colombia",https://www.tripadvisor.com,Average,98057.0,6756118
Hotel Casa La Embajada Colonial,2.5,,"Car. 44a # 24 a-60, Bogota 110010 Colombia",https://www.tripadvisor.com,Average,,3253437
Ayenda Torre 52 1086,1.0,,"Calle 52 13 59, Bogota 110411 Colombia",https://www.tripadvisor.com,Terrible,100952.0,14982547
Hotel Gaia Casa Boutique,1.5,,"Calle 121 No 7A-66, Bogota 110111 Colombia",https://www.tripadvisor.com,Poor,120500.0,5966550
Hotel Normandia Gold,1.0,,"Calle 53 CRA 71B N. 54- 81, Bogota 7552196 Colombia",https://www.tripadvisor.com,Terrible,,14971799
Casona del Patio,4.5,,"carrera 8 No. 69 _ 24, Bogota 11001 Colombia",https://www.tripadvisor.com,Excellent,,562549
Hotel Windsor House,4.5,,"Calle 95 9 97, Bogota 110221 Colombia",https://www.tripadvisor.com,Excellent,,307350
Fernweh Photography Hostel,5.0,,"Carrera 2 #9-46 La Candelaria Centro, Bogota Colombia",https://www.tripadvisor.com,Excellent,,8738541
Kozii hostel D.C,4.5,,"Carerra 10 A Nº 67-66, Bogota 111611 Colombia",https://www.tripadvisor.com,Excellent,,3724224
Dann Norte Hotel,4.0,,"Av Nqs 15 112-09, Bogota 111611 Colombia",https://www.tripadvisor.com,Very good,,307009
12:12 Hostels,4.5,,"Calle 67 No 4-16, Bogota 111051 Colombia",https://www.tripadvisor.com,Excellent,,6894871
Sayta Hostal,4.5,,"Calle 12b # 0-57, Bogota 110921 Colombia",https://www.tripadvisor.com,Excellent,,3641273
Aparta Suite Edificio Continental Bogota,3.5,,"Edificio Continental Centro Historico-Candelaria Calle 13 4 16, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,216463.0,15362042
Hotel Golden Tag,3.5,,"Carrera 40 No 25-05 near Corferias, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,179668.0,12167037
Serenity Corferias ApartaHotel,3.5,,"Calle 25b 37 14, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,144100.0,7820850
Casa Bellavista Hostel,4.5,,"Carrera 2 #12B-31, Bogota 11001000 Colombia",https://www.tripadvisor.com,Excellent,,1942953
Hotel Paraiso Ferial,5.0,,"Carrera 37 25a 25, Bogota 111321 Colombia",https://www.tripadvisor.com,Excellent,130000.0,12226946
Hotel Santafe Real,3.5,,"Avenida Esperanza N. 40 - 31, Bogota 110001 Colombia",https://www.tripadvisor.com,Very good,180000.0,3507739
La Pinta,4.5,,"Calle 65 5 67, Bogota 110231 Colombia",https://www.tripadvisor.com,Excellent,,2026223
Hotel Le Select Bogota,4.5,,"Carrera 70C # 115A – 16, Bogota 07603 Colombia",https://www.tripadvisor.com,Excellent,,9570545
A Bogota On Holidays,4.0,,"Carrera 83 24a 46 Modelia, Bogota 110711 Colombia",https://www.tripadvisor.com,Very good,83365.0,1654572
Casanovas Hotel Boutique,4.5,,"Transversal 17abis 64abiss # 36-60 Barrio / Teusaquillo, Bogota 111951 Colombia",https://www.tripadvisor.com,Excellent,,1966237
Hotel Casa Aura Maria,5.0,,"Carrera 39 No. 25-81 Barrio El Recuerdo, Bogota 111321 Colombia",https://www.tripadvisor.com,Excellent,,7812362
Casa Platypus,4.0,,"Carrera 3 No 16-28, Bogota Colombia",https://www.tripadvisor.com,Very good,,1209763
Ayenda Casa Maconglo 1022,4.0,,"Calle 63 #69-20, Bogota 110010 Colombia",https://www.tripadvisor.com,Very good,,3244622
Business Hotel,3.0,,"Carrera 17a - 64, Bogota 110111 Colombia",https://www.tripadvisor.com,Average,,6985235
Hostal Bogota Real,4.0,,"Calle 103b 46 05 Calle 103 B No. 46-05, Bogota 111111 Colombia",https://www.tripadvisor.com,Very good,114000.0,665214
Hopi Hostel,4.5,,"Carrera 18 32-53, Bogota 111311 Colombia",https://www.tripadvisor.com,Excellent,,7099617
Apartasuites Plaza Modelia,3.5,,"Cll 25 B No. 74 A 42, Bogota 110001 Colombia",https://www.tripadvisor.com,Very good,183791.0,6277559
Hotel Sebastian Inn,3.0,,"Carrera 33 25a 42, Bogota 111321 Colombia",https://www.tripadvisor.com,Average,,3400604
Travelers Obelisco Apartamentos,3.5,,"Calle 11 5 11a-27, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,250237.0,1625188
Hotel Americano,4.5,,"Calle 23 9 18, Bogota 110311 Colombia",https://www.tripadvisor.com,Excellent,,10786676
Hotel Teusaca,3.5,,"Diagonal 33 Bis A No.14 - 64, Bogota Colombia",https://www.tripadvisor.com,Very good,,1966382
Suites Home 118 By SHG,3.0,,"Carrera 11B Bis #118-95, Bogota 111161 Colombia",https://www.tripadvisor.com,Average,152322.0,23569485
Deportel Bogota,2.5,,"Carrera 71 No 69-04, Bogota 110841 Colombia",https://www.tripadvisor.com,Average,,7057025
Hotel Augusta,4.0,,"Av Jimenez 4 77, Bogota 11001 Colombia",https://www.tripadvisor.com,Very good,,2021233
Chorro de Quevedo,4.5,,"Calle 12 b bis a n. 1-53 Barrio La Candelaria Centro, Bogota 110001 Colombia",https://www.tripadvisor.com,Excellent,,1473107
Casa Hotel Zuetana,4.5,,"Calle 106 18 A-19, Bogota 110111 Colombia",https://www.tripadvisor.com,Excellent,,1237835
Hostal J&M,4.0,,"Carrera 4 11 88, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,,1745201
Mi Llave Hostels,4.5,,"Carrera 10a No. 67-29, Bogota 110321 Colombia",https://www.tripadvisor.com,Excellent,,7811796
Serie 1948,5.0,,"Carrera 24 No 33 A - 56, Bogota 123456 Colombia",https://www.tripadvisor.com,Excellent,,10780965
,4.5,,"Carrera 2 # 12B-92, Bogota 111711 Colombia",https://www.tripadvisor.com,Excellent,,2669061
Fatima Hostels,3.5,,"Carrera 3 11 32, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,,944704
Iku Hostel Backpackers Bogota,4.5,,"Calle 12f 2 - 55 Cerca de la parque de los Periodistas, Bogota 250055 Colombia",https://www.tripadvisor.com,Excellent,,7155674
Abadia Colonial,4.0,,"Calle 11#2-28, Bogota Colombia",https://www.tripadvisor.com,Very good,,602928
Hotel Estadio 63,4.5,,"Carrera 23 63b 47 Muequeta, Bogota 111221 Colombia",https://www.tripadvisor.com,Excellent,120000.0,3435373
Hostal Sue Candelaria,4.0,,"Cra. 3 No. 14-18, Bogota 0 Colombia",https://www.tripadvisor.com,Very good,,1625938
Picaro Bogota,4.0,,"Carrera 10a 67 35, Bogota 11001000 Colombia",https://www.tripadvisor.com,Very good,,4722391
Yepeto Hostal,4.5,,"Carrera 1 # 12D-78, Bogota 250055 Colombia",https://www.tripadvisor.com,Excellent,,8466357
Hotel Emaus Bogota,4.5,,"Carrera 4 #69a - 46, Bogota 110231 Colombia",https://www.tripadvisor.com,Excellent,,301071
Hotel Casa Guadalupe,4.0,,"Calle 12b bis A 1-21 Candelaria Centro, Bogota Colombia",https://www.tripadvisor.com,Very good,,2522738
La Casa Kolping,4.0,,"Carrera 16 No 35 - 41, Bogota Colombia",https://www.tripadvisor.com,Very good,154381.0,5027509
Hotel Excelsior Bogota,4.0,,"Carrera 86a 96, Bogota 110711 Colombia",https://www.tripadvisor.com,Very good,,1159997
,5.0,,"Carrera 43a 24a 29, Bogota 111321 Colombia",https://www.tripadvisor.com,Excellent,,17793825
Destino Nomada - DnHostel Bogota,4.0,,"Calle 11 01 - 38 Candelaria, Bogota 11001 Colombia",https://www.tripadvisor.com,Very good,,1228579
Suites by Vilar America,4.0,,"Calle 66 8 34, Bogota 110231 Colombia",https://www.tripadvisor.com,Very good,,17433330
Casa Lelyte,4.0,,"Calle 64 # 3a-29, Bogota 110231 Colombia",https://www.tripadvisor.com,Very good,362990.0,12624875
Prisma Suites Chico,5.0,,"Transversal 23 94-26, Bogota 111811 Colombia",https://www.tripadvisor.com,Excellent,,4549720
La Nina Hostel,4.5,,"Chapinero Alto Calle 66 # 4a - 07, Bogota 571 Colombia",https://www.tripadvisor.com,Excellent,,2514575
Alojate y Descansa,5.0,,"Park Way Calle 41 24-38 Apartamento 302, Bogota 111311 Colombia",https://www.tripadvisor.com,Excellent,110000.0,17702573
Hotel Calle 112,3.5,,"Calle 112 14b 47 Santa Paula, Bogota 110111 Colombia",https://www.tripadvisor.com,Very good,132942.0,2280394
Casa Mood,5.0,,"Calle 120A # 7 - 40 Usaquen, Bogota 110111 Colombia",https://www.tripadvisor.com,Excellent,112500.0,19423712
Hotel Parkway Inn 58 Street,1.0,,"963 Calle 58 Bis, Bogota 110231 Colombia",https://www.tripadvisor.com,Terrible,58570.0,12949845
Hotel Casa Rincon Del Chico,2.5,,"Calle 101 13 32, Bogota 110111 Colombia",https://www.tripadvisor.com,Average,118900.0,15462959
Bababuy Hostel,2.0,,"Avenida Calle 24 # 101a - 59, Bogota 110911 Colombia",https://www.tripadvisor.com,Poor,100000.0,17499689
Zohar Hostel,4.5,,"La Candelaria Historic Center Carrera 4 # 9-80, Bogota 11001 Colombia",https://www.tripadvisor.com,Excellent,,3683666
Suites Real 97,4.0,,"Calle 97a # 10-45, Bogota 110211 Colombia",https://www.tripadvisor.com,Very good,,1796668
Alegria Hostel,4.0,,"Calle 9 # 2-13 Barrio La Candelaria Centro, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,,1099121
Violeta Park Hostel,4.0,,"Cra 60 # 44b - 62 Barrio La Esmeralda, detrás del CAN, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,,6609341
Hotel Centro Internacional,4.0,,"Carrera 13A # 38-97, Bogota 110311 Colombia",https://www.tripadvisor.com,Very good,,562555
El Pit Hostel,4.5,,"Carrera 5 No. 26c-82, Bogota 110311 Colombia",https://www.tripadvisor.com,Excellent,,11910084
Viaggio Country,4.0,,"Carrera 15 85 55, Bogota 110111 Colombia",https://www.tripadvisor.com,Very good,,3291323
Colombia At Home,4.5,,"Kra 18 No 56 - 29, Bogota 111221 Colombia",https://www.tripadvisor.com,Excellent,,3194087
La Santa Maria Boutique Hotel,4.5,,"Calle 65 # 5-50, Bogota 110231 Colombia",https://www.tripadvisor.com,Excellent,,8788125
Hotel Continental BlueDoors,3.5,,"Av Jimenez 4 16, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,,1732784
Hostal Bakano Backpackers,4.0,,"Calle 16 # 2-86 La Candelaria, Bogota, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,,3639199
Niza Norte  Bed & Breakfast,4.0,,"Calle 127 d 71-25, Bogota Colombia",https://www.tripadvisor.com,Very good,,2367858
Fatima Hostel Bogota,4.0,,"Carrera 3 11 32, Bogota 111511 Colombia",https://www.tripadvisor.com,Very good,,10750020
Mola Hostel,5.0,,"Calle 12D 1A 04, Bogota 111711 Colombia",https://www.tripadvisor.com,Excellent,,14087554
Urbana Hostel,4.0,,"Calle 80 # 14-33, Bogota 111011 Colombia",https://www.tripadvisor.com,Very good,63412.0,8298062
Hotel Diamante Internacional,4.5,,"Avenida La Esperanza 40-70, Bogota Colombia",https://www.tripadvisor.com,Excellent,,2518569
Bo Go Hostel,4.5,,"Calle 9 #0-27, Bogota 111711 Colombia",https://www.tripadvisor.com,Excellent,,9802806
Ole Mi Casa,4.0,,"Carrera 8B # 57-62 Chapinero, Bogota 110231 Colombia",https://www.tripadvisor.com,Very good,,4979094
Villa Candelaria Hostel,3.0,,"Carrera 3, 15-97, Bogota Colombia",https://www.tripadvisor.com,Average,,1625265
Casa Gaitan Cortes Boutique Hotel,4.5,,"Calle 69 # 4-97, Bogota 111041 Colombia",https://www.tripadvisor.com,Excellent,,4202061
C & S Bogota,3.0,,"Edificio Santa Lucia Carrera 110 B No 65 B 62 Apatamento 501, Bogota 111011 Colombia",https://www.tripadvisor.com,Average,74408.0,12710815
Magdalena Guest House,4.0,,"Calle 11 #3-25 Ring 107 Calle 11, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,185000.0,18191367
Attik Luxury Apartments,5.0,,"Calle 93a 9A-09, Bogota 110221 Colombia",https://www.tripadvisor.com,Excellent,,12103464
Chocolate Hostel,4.0,,"Calle 12f # 2-43, Bogota 250055 Colombia",https://www.tripadvisor.com,Very good,,4745479
Hostal Dona Eliza,3.5,,"1053 Carrera 2 Casa 101, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,,20154232
Quintas de Normandia,3.5,,"Av. Rojas No. 50-35 Frente al Colegio Militar, Barrio Normandia, Bogota Colombia",https://www.tripadvisor.com,Very good,,1800663
Bosque Alto Apartasuite,4.0,,"Carrera 12 113 23, Bogota 110111 Colombia",https://www.tripadvisor.com,Very good,,4201355
Apartamentos Santamaria,4.5,,"Carrera 15b No 112-58, Bogota 111821 Colombia",https://www.tripadvisor.com,Excellent,140000.0,6578844
Hotel Manila Plaza,3.0,,"Calle 17 8 23, Bogota 110321 Colombia",https://www.tripadvisor.com,Average,130000.0,1989628
Casa Artistica Candelaria Centro Historico,1.5,,"Calle 9 3 44, Bogota 111711 Colombia",https://www.tripadvisor.com,Poor,71280.0,17649075
Aurora Hostel,4.5,,"Carrera 10a # 67-86, Bogota 110231 Colombia",https://www.tripadvisor.com,Excellent,,11875824
Hotel Avenida Jimenez,4.0,,"Calle 13 4-69 La Candelaria, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,,7718172
Hotel L'Etoile,4.0,,"Carrera 7 #43-47, Bogota Colombia",https://www.tripadvisor.com,Very good,,2051521
Tresor Colombien Boutique Hostel,4.5,,"Carrera 77D # 52B69 Santa Cecilia, Bogota 57 Colombia",https://www.tripadvisor.com,Excellent,,6762511
Los Andes Hostel,4.0,,"Edificio Sinding Carrera 79 13 51 Apto 201 Zona Rosa, Bogota 009 Colombia",https://www.tripadvisor.com,Very good,,1789798
Casa Bogotales,4.5,,"Carrera 17 32 34 Teusaquillo, Bogota 111311 Colombia",https://www.tripadvisor.com,Excellent,,8791592
Sayta Hostal 2,4.5,,"Calle 12biss # 1-24 Calle de Las Violetas, La Candelaria Centro Historico, Bogota 110411 Colombia",https://www.tripadvisor.com,Excellent,,8068123
Chapinorte VIP,4.5,,"Calle 79 Nro 14-59 Apt 402 Lago, Bogota 111031 Colombia",https://www.tripadvisor.com,Excellent,,1720257
Hostal La Candelaria Bogota,4.0,,"Calle 16 No. 2-38, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,,786746
Tip Top Hostel,4.5,,"Calle 12d no 3-30, Bogota 250055 Colombia",https://www.tripadvisor.com,Excellent,,7953000
Hostal Casu,4.5,,"Calle 12 D Bis # 2-19, Bogota 111511 Colombia",https://www.tripadvisor.com,Excellent,,8795529
Casa Jota,4.5,,"Carrera 38 # 55-41, Bogota Colombia",https://www.tripadvisor.com,Excellent,,10618851
Lloyds Apartasuites,4.0,,"Carrera 11 94 71, Bogota 110221 Colombia",https://www.tripadvisor.com,Very good,324964.0,2149027
Sheridan Bogota,4.0,,"Carrera 37a No 25-13, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,,6514436
CX Hostel Bogota,4.0,,"Calle 53 # 6-30 Corner house, Bogota 110231 Colombia",https://www.tripadvisor.com,Very good,,7171496
,,,,https://www.tripadvisor.com,,,2560858
Chapinero Hills Hostel,4.5,,"Calle 65 8 31, Bogota 110231 Colombia",https://www.tripadvisor.com,Excellent,,14987667
Hostal Casa Cubil,4.5,,"Carrera 17 39 13 Barrio Magdalena, Bogota 111311 Colombia",https://www.tripadvisor.com,Excellent,,12901250
Purple Key,5.0,,"Carrera 20 49 59, Bogota 111311 Colombia",https://www.tripadvisor.com,Excellent,,21347003
Tivoli Suites,4.5,,"Carrera 17 109 A-67, Bogota 110621 Colombia",https://www.tripadvisor.com,Excellent,,1955432
Top Tours Accommodations- hostel,4.5,,"Carrera 14 79 02, Bogota 110221 Colombia",https://www.tripadvisor.com,Excellent,,11121294
Viaggio Virrey,4.0,,"Carrera 18 86a 36, Bogota 110221 Colombia",https://www.tripadvisor.com,Very good,,3834870
La Casa Del Cafe Guesthouse,4.0,,"Calle 24b # 27-25, Bogota 111811 Colombia",https://www.tripadvisor.com,Very good,,17531967
Ayenda 1019 San Angel Corferias,5.0,,"Calle 22 Bis #43B - 56, Bogota 00000 Colombia",https://www.tripadvisor.com,Excellent,,13298900
La Playa Hostel,4.0,,"Carrera 19 33 04 Teusaquillo, Bogota 111311 Colombia",https://www.tripadvisor.com,Very good,,2350508
Blu Inn Hotel,3.5,,"Avenida Cra 40 No 24 D-23, Bogota Colombia",https://www.tripadvisor.com,Very good,,2521379
Suites Real 85,4.0,,"Carrera 18 No. 84-56, Bogota Colombia",https://www.tripadvisor.com,Very good,,1523317
Ayenda 1052 Quintas de Normandia,3.0,,"Carrera 71b 53 35, Bogota 111071 Colombia",https://www.tripadvisor.com,Average,129074.0,20924491
Casa Aranjuez,5.0,,"Cl. 10 #1-16 este, Bogota 111711 Colombia",https://www.tripadvisor.com,Excellent,,16278252
Tu Kasa Inn,2.5,,"Calle 24D No. 40-76, Bogota 11001 Colombia",https://www.tripadvisor.com,Average,81000.0,7949362
Tip Top Hostel,4.0,,"Kra 1ra Bis # 12 D 78, Bogota 11001-000 Colombia",https://www.tripadvisor.com,Very good,,2522683
GIO Suites Bogota,4.5,,"118-97 Carrera 11B Bis, Bogota 110111 Colombia",https://www.tripadvisor.com,Excellent,,19721930
Olimpo Resort,4.0,,"Calle 40C # 13-68, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,,6207815
Hotel Plaza 36,4.5,,Bogota 111311 Colombia,https://www.tripadvisor.com,Excellent,,2026222
Hotel Atelier,5.0,,"Carrera 71b # 53-11 Cundinamarca, Bogota 111071 Colombia",https://www.tripadvisor.com,Excellent,,7998533
Viaggio Studios,4.0,,"Calle 62 3b 37, Bogota 110231 Colombia",https://www.tripadvisor.com,Very good,,7796242
Hostal Candelaria Real,4.5,,"Carrera 3 12d 63 Avenue 3 Number 12d 63, Bogota 110911 Colombia",https://www.tripadvisor.com,Excellent,,12591258
Hotel Macao Colombia,4.0,,"Calle 24 No. 44A-21 Teusaquillo, Bogota 110911 Colombia",https://www.tripadvisor.com,Very good,,5498759
ExpoHotel Bogota,3.5,,"Carrera 37 25b 65, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,,2492287
Nuevo Hotel Rincon de Santa Barbara,4.0,,"Calle 12 6 No. 7A-19, Bogota 111141 Colombia",https://www.tripadvisor.com,Very good,,1731634
Sercotel Suites Bogota Norte,4.5,,"CL106 No 18A-09, Bogota 110111 Colombia",https://www.tripadvisor.com,Excellent,,11929672
Casa Quinta Hotel Boutique,3.5,,"Carrera 4 17 59, Bogota 110321 Colombia",https://www.tripadvisor.com,Very good,,4952891
Ramada Bogota Belle Epoque,4.0,,"Calle 94a 21 42 Cundinamarca, Bogota 110221 Colombia",https://www.tripadvisor.com,Very good,,6503534
Casa Hotel Marques De La Plata,4.5,,"Carrera 56 37 A-08 Barrio Nicolas de Federman, Bogota 111321 Colombia",https://www.tripadvisor.com,Excellent,,1010238
Hotel Aragon,4.0,,"carrera 3 No 12C-13, Bogota 110211 Colombia",https://www.tripadvisor.com,Very good,,2227593
Rua Hostel,4.5,,"Carrera 6a 116 65 Interior 2, Bogota 110111 Colombia",https://www.tripadvisor.com,Excellent,,12102107
CGH Candelaria Boutique,4.5,,"Calle 12 B BIS No. 1-20, Bogota 111711 Colombia",https://www.tripadvisor.com,Excellent,,17425638
Hostal CQ Candelaria,4.0,,"Calle 12 2 27, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,,15528573
Internacional Hostel,4.0,,"Carrera 5 N0 12C-45 Centro Historico Frente a la Alcaldia Local de la Candelaria Centro Historico, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,,735180
Travelers Suites Gold,4.0,,"Carrera 18c 118 - 60, Bogota 110621 Colombia",https://www.tripadvisor.com,Very good,,1783289
Teusaquillo Boutique Hotel,3.5,,"Transversal 18 No. 37-52, Bogota 111511 Colombia",https://www.tripadvisor.com,Very good,,2094108
Casa Capital Hostel,4.5,,"Carrera 26 #40-79 Parkway, Bogota 111311 Colombia",https://www.tripadvisor.com,Excellent,,12514068
Hostel Mr Warrot,4.0,,"Calle 12 F No. 1-27, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,,3331733
Hotel Spa Casa de Lavim,4.5,,"Calle 70 13 - 20, Bogota 110231 Colombia",https://www.tripadvisor.com,Excellent,,7827137
Amarte Suite,4.0,,"Calle 62 14 - 19, Bogota 111111 Colombia",https://www.tripadvisor.com,Very good,,12902554
Area 97 Condos by Vesper,5.0,,"Carrera 11B 96 54, Bogota 111511 Colombia",https://www.tripadvisor.com,Excellent,266865.0,11865521
Hotel San Sebastian,3.0,,"Av Jimenez No. 3-97, Bogota 110311 Colombia",https://www.tripadvisor.com,Average,120930.0,3167763
Hotel Von Astorian,4.0,,"Calle 45 17 13, Bogota 111311 Colombia",https://www.tripadvisor.com,Very good,,12680456
TaraHara,2.0,,"Vereda chicaque , municipio san antonio del tequendama Vereda chicaque ,, Bogota 252627 Colombia",https://www.tripadvisor.com,Poor,160000.0,23198743
AG Boutique Home,2.5,,"Carrera 43b No. 22A-70, Bogota 111941 Colombia",https://www.tripadvisor.com,Average,72999.0,7387297
Monteluna Cottage Hotel,4.0,,"Calle 127C, 1-40 East, Bogota 110121 Colombia",https://www.tripadvisor.com,Very good,,9741375
Hostal Casa 32,4.0,,"Calle 32 # 17-61, Bogota 110311 Colombia",https://www.tripadvisor.com,Very good,,6695257
Maite,4.5,,"Diagonal 40a 14 - 47, Bogota 110311 Colombia",https://www.tripadvisor.com,Excellent,,12948811
Orange Experience Guest House,4.0,,"Calle 12B 3 63, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,,12514692
Hotel Cypress Normandia,3.5,,"Carrera 74a 47-51 Engativa, Bogota 111071 Colombia",https://www.tripadvisor.com,Very good,,9773282
Borboleta hotel,3.5,,"Cra. 37 N 25b64 Barrio el recuerdo, Bogota 000 Colombia",https://www.tripadvisor.com,Very good,171175.0,2408037
Frailejon Hostel,5.0,,"Cra 1 Bis # 12d 81, Bogota 111511 Colombia",https://www.tripadvisor.com,Excellent,,13084831
Vivo Hostel,5.0,,"Carrera 1 9 44, Bogota 111711 Colombia",https://www.tripadvisor.com,Excellent,,17688710
Tip Top Backpackers,4.0,,"Carrera 1 No. 12b - 81, Bogota 111031 Colombia",https://www.tripadvisor.com,Very good,,3807282
,3.5,,"Transversal 2b 1 - 23 La Candelaria, Bogota 110511 Colombia",https://www.tripadvisor.com,Very good,,1657610
Suites La Soledad Inn,4.0,,"Calle 39A No 24-26, Bogota 111311 Colombia",https://www.tripadvisor.com,Very good,,2516590
Hostal Casa Quevedo,3.5,,"Carrera 1A 12B-30, Bogota 11001 Colombia",https://www.tripadvisor.com,Very good,,2273461
,4.0,,"Calle 78 No. 8-18, Bogota 111211 Colombia",https://www.tripadvisor.com,Very good,,6163778
Pintos Hostal,5.0,,"Kilometro 4,5 Via La Calera Chapinero, Bogota 110211 Colombia",https://www.tripadvisor.com,Excellent,,11714895
Villa Deporte,4.0,,"Carrera 71b No 54-45, Bogota 110831 Colombia",https://www.tripadvisor.com,Very good,,5114016
Hotel Cristal,5.0,,"Carerra 44 # 22a- 45 Barrio Quinta Paredes, Bogota 111321 Colombia",https://www.tripadvisor.com,Excellent,,18153762
Hospedaje Campin,5.0,,"Calle 59 # 35-16, Bogota 111321 Colombia",https://www.tripadvisor.com,Excellent,,10809773
Casona Real Hotel,3.5,,"Calle 106 # 14-49, Bogota 110111 Colombia",https://www.tripadvisor.com,Very good,,2434083
Marbore D.C. Hotel,4.0,,"Carrera 19 96-25, Bogota 110111 Colombia",https://www.tripadvisor.com,Very good,,12631707
Hostal Boutique Casa Violeta,4.0,,"Carrera 12 27, Bogota 111511 Colombia",https://www.tripadvisor.com,Very good,,2145919
Cabrera Real Hotel,5.0,,"Carrera 15 35 21, Bogota 111311 Colombia",https://www.tripadvisor.com,Excellent,129088.0,12895125
Antique 65 Hotel + Decoracion,4.0,,"Calle 65 No 5 - 50, Bogota 100000 Colombia",https://www.tripadvisor.com,Very good,,4161601
Closer Hostel,5.0,,"Calle 70 11a 18, Bogota 110231 Colombia",https://www.tripadvisor.com,Excellent,,19739443
AK Hostel 82,3.5,,"Calle 82 19 45, Bogota 110221 Colombia",https://www.tripadvisor.com,Very good,,12331654
Casa del Sol,5.0,,"Calle 12c # 3-64, Bogota 250055 Colombia",https://www.tripadvisor.com,Excellent,65000.0,13795319
Hotel Bacata,3.5,,"Calle 19 No 5-20, Bogota 111611 Colombia",https://www.tripadvisor.com,Very good,,307336
Casa Hoteles Zuetana,5.0,,"Calle 106 18-19, Bogota 110111 Colombia",https://www.tripadvisor.com,Excellent,,2049095
Hotel Cosmopolitan Bogota,3.0,,"Calle 25 40 - 95, Bogota 111321 Colombia",https://www.tripadvisor.com,Average,190666.0,4993413
Hostal Casa Locombia,4.0,,"Calle 12C N° 1 - 49, Bogota 111511 Colombia",https://www.tripadvisor.com,Very good,,12494788
Primavera Ecoalbergue,1.0,,,https://www.tripadvisor.com,Terrible,340000.0,15843022
Hotel Monserrate,4.0,,"Calle 17 # 7-71, Bogota 20210 Colombia",https://www.tripadvisor.com,Very good,,1907734
Kalos Meraki ApartaSuites,5.0,,"Diagonal 61c # 24-80, Bogota 111221 Colombia",https://www.tripadvisor.com,Excellent,,17702868
Casa Hotel Shalom,4.0,,"Carrera 80b 24d 45, Bogota 110931 Colombia",https://www.tripadvisor.com,Very good,,3226920
Arlington Place,3.5,,"Calle 109 N 19-51 Plaza de Navarra, Bogota Colombia",https://www.tripadvisor.com,Very good,,1748237
Musicology Hostel,3.5,,"Calle 9 N 3-71, Bogota 110321 Colombia",https://www.tripadvisor.com,Very good,,1853181
Casa Candelaria B&B,4.0,,"Calle 1 69, Bogota 110411 Colombia",https://www.tripadvisor.com,Very good,,10310152
Econohotel Bogota,3.5,,"Av Boyaca # 50-21, Bogota 110931 Colombia",https://www.tripadvisor.com,Very good,,7998499
Alojate In,4.5,,"Calle 52A # 27A – 28 Barrio Galerias, Bogota 571 Colombia",https://www.tripadvisor.com,Excellent,,5984197
Hotel Sheraton Chapinero,4.0,,"Calle 58bis N. 9-24, Bogota 110231 Colombia",https://www.tripadvisor.com,Very good,,4999978
Platypus Hostel,3.5,,"Calle 16 No 2-43, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,,549837
Casa Regis,5.0,,"Carrera 12, 119-26, Bogota Colombia",https://www.tripadvisor.com,Excellent,,4976097
A Mi Refugio,4.0,,"Carrera 19 Calle 33 - 21 Teusaquillo, Bogota 0057 Colombia",https://www.tripadvisor.com,Very good,,1657565
Hotel Suite Bogota Colonial,4.0,,"Calle 25 bis 39a - 23, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,,4563513
Hotel Park Way,4.0,,"Avenida Carrera 24 No. 39 B - 32, Bogota 111311 Colombia",https://www.tripadvisor.com,Very good,,2668241
Hotel Bogota Inn - Cedro63Inn,3.5,,"Calle 63 C No. 21-46, Bogota Colombia",https://www.tripadvisor.com,Very good,,1742605
Casa de Huespedes Santa Maria Bogota,4.0,,"Cra 45 No 24b 09, Bogota Colombia",https://www.tripadvisor.com,Very good,,4737374
Apartahotel Splendor,4.5,,"Calle 22b 43a 32, Bogota 111321 Colombia",https://www.tripadvisor.com,Excellent,,5994132
Casa Hotel Internacional,4.5,,"Calle 42s 24 10, Bogota 111811 Colombia",https://www.tripadvisor.com,Excellent,,9737082
